date,outdated dependencies,all dependencies,kotlin lines,java lines,kotlin compiler warnings
15/02/2022,41,50,6288,,21
16/02/2022,41,50,6288,,21
17/02/2022,41,50,6288,,21
18/02/2022,41,50,6288,,21
19/02/2022,41,50,6288,,21
20/02/2022,41,50,6288,,21
21/02/2022,41,50,6288,,21
22/02/2022,41,50,6288,,21
23/02/2022,41,50,6288,,21
24/02/2022,41,50,6288,,21
25/02/2022,41,50,6288,,21
26/02/2022,41,50,6288,,21
27/02/2022,41,50,6288,,21
28/02/2022,41,50,6288,,21
01/03/2022,41,50,6288,,21
02/03/2022,41,50,6288,,21
03/03/2022,41,50,6288,,21
04/03/2022,41,50,6288,,21
05/03/2022,41,50,6288,,21
06/03/2022,41,50,6288,,21
07/03/2022,41,50,6288,,21
08/03/2022,41,50,6288,,21
09/03/2022,41,50,6288,,21
10/03/2022,41,50,6288,,21
11/03/2022,41,50,6288,,21
12/03/2022,34,67,6632,,22
13/03/2022,34,67,6632,,22
14/03/2022,34,67,6632,,22
15/03/2022,30,65,6589,,23
16/03/2022,35,65,6589,,23
17/03/2022,35,65,6589,,23
18/03/2022,35,65,6589,,23
19/03/2022,35,65,6589,,23
20/03/2022,35,65,6589,,23
21/03/2022,35,65,6589,,23
22/03/2022,35,65,6589,,23
23/03/2022,35,65,6589,,23
24/03/2022,35,65,6589,,23
25/03/2022,35,65,6589,,23
26/03/2022,35,65,6589,,23
27/03/2022,35,65,6589,,23
28/03/2022,35,65,6589,,23
29/03/2022,35,65,6589,,23
30/03/2022,35,65,6589,,0
31/03/2022,35,65,6589,,23
01/04/2022,35,65,6589,,23
02/04/2022,44,65,6589,,23
03/04/2022,44,65,6589,,23
04/04/2022,48,65,6589,,23
05/04/2022,46,65,6589,,23
06/04/2022,46,65,6589,,23
07/04/2022,46,65,6589,,23
08/04/2022,49,65,6589,,23
09/04/2022,49,65,6589,,23
10/04/2022,49,65,6589,,23
11/04/2022,49,65,6589,,23
12/04/2022,49,65,6589,,23
13/04/2022,49,65,6589,,23
14/04/2022,49,65,6589,,23
15/04/2022,49,65,6589,,23
16/04/2022,49,65,6589,,23
17/04/2022,49,65,6589,,23
18/04/2022,49,65,6589,,23
19/04/2022,49,65,6589,,23
20/04/2022,49,65,6589,,23
21/04/2022,49,65,6589,,23
22/04/2022,49,65,6589,,23
23/04/2022,49,65,6589,,23
24/04/2022,49,65,6589,,23
25/04/2022,49,65,6589,,23
26/04/2022,49,65,6589,,23
27/04/2022,49,65,6589,,23
28/04/2022,49,65,6589,,23
29/04/2022,49,65,6589,,23
30/04/2022,49,65,6589,,23
01/05/2022,49,65,6589,,23
02/05/2022,49,65,6589,,23
03/05/2022,49,65,6589,,23
04/05/2022,49,65,6589,,23
05/05/2022,49,65,6589,,23
06/05/2022,49,65,6589,,23
07/05/2022,49,65,6589,,23
08/05/2022,49,65,6589,,23
09/05/2022,49,65,6589,,23
10/05/2022,48,65,6589,,23
11/05/2022,48,65,6589,,23
12/05/2022,48,65,6589,,23
13/05/2022,48,65,6589,,23
14/05/2022,48,65,6589,,23
15/05/2022,48,65,6589,,23
16/05/2022,49,65,6589,,23
17/05/2022,49,65,6589,,23
18/05/2022,49,65,6589,,23
19/05/2022,49,65,6589,,23
20/05/2022,49,65,6589,,23
21/05/2022,49,65,6589,,23
22/05/2022,49,65,6589,,23
23/05/2022,49,65,6589,,23
24/05/2022,49,65,6589,,23
25/05/2022,49,65,6589,,23
26/05/2022,49,65,6589,,23
27/05/2022,49,65,6589,,23
28/05/2022,49,65,6589,,23
29/05/2022,49,65,6589,,23
30/05/2022,49,65,6589,,23
31/05/2022,49,65,6589,,23
01/06/2022,49,65,6589,,23
02/06/2022,49,65,6589,,23
03/06/2022,49,65,6589,,23
04/06/2022,49,65,6589,,23
05/06/2022,49,65,6589,,23
06/06/2022,49,65,6589,,23
07/06/2022,49,65,6589,,23
08/06/2022,49,65,6589,,23
09/06/2022,48,65,6589,,23
10/06/2022,48,65,6589,,23
12/06/2022,48,65,6589,,23
13/06/2022,48,65,6589,,23
14/06/2022,48,65,6589,,23
15/06/2022,48,65,6589,,23
16/06/2022,48,65,6589,,23
17/06/2022,46,65,6840,,23
18/06/2022,46,65,7072,,21
19/06/2022,46,65,7072,,21
20/06/2022,46,65,7072,,21
21/06/2022,46,65,7072,,21
22/06/2022,46,65,7072,,21
23/06/2022,46,65,7072,,21
24/06/2022,46,65,7072,,21
25/06/2022,46,65,7072,,21
26/06/2022,46,65,7072,,21
27/06/2022,46,65,7072,,21
28/06/2022,46,65,7072,,21
29/06/2022,46,65,7072,,21
30/06/2022,46,65,7072,,21
01/07/2022,46,65,7072,,21
02/07/2022,46,65,7072,,21
03/07/2022,46,65,7072,,21
04/07/2022,46,65,7072,,21
