date,outdated dependencies,all dependencies,kotlin lines,java lines,kotlin compiler warnings
10/01/2022,36,45,3898,17110,0
11/01/2022,36,45,3898,17110,0
12/01/2022,36,45,3898,17110,0
13/01/2022,36,45,3898,17110,0
14/01/2022,36,45,3898,17110,0
15/01/2022,36,45,3898,17110,0
16/01/2022,36,45,3898,17110,0
17/01/2022,36,45,3898,17110,0
18/01/2022,36,45,3898,17110,0
19/01/2022,36,45,3898,17110,0
20/01/2022,36,45,3898,17110,0
21/01/2022,36,45,3898,17110,0
22/01/2022,36,45,3898,17110,0
23/01/2022,36,45,3898,17110,0
24/01/2022,36,45,3898,17110,0
25/01/2022,36,45,3898,17110,0
26/01/2022,36,45,3898,17110,0
27/01/2022,36,45,3898,17110,0
28/01/2022,36,45,3898,17110,0
29/01/2022,36,45,3898,17110,0
30/01/2022,36,45,3898,17110,0
31/01/2022,36,45,3898,17110,0
01/02/2022,36,45,3898,17110,0
02/02/2022,36,45,3898,17110,0
03/02/2022,36,45,3898,17110,0
04/02/2022,36,45,3898,17110,0
05/02/2022,36,45,3898,17110,0
06/02/2022,36,45,3898,17110,0
07/02/2022,36,45,3898,17110,0
08/02/2022,36,45,3898,17110,0
09/02/2022,36,45,3898,17110,0
10/02/2022,36,45,3898,17110,0
11/02/2022,36,45,3898,17110,0
12/02/2022,36,45,3898,17110,0
13/02/2022,36,45,3898,17110,0
14/02/2022,36,45,3898,17110,0
15/02/2022,36,45,3898,17110,0
16/02/2022,36,45,3898,17110,0
17/02/2022,36,45,3898,17110,0
18/02/2022,36,45,3898,17110,0
19/02/2022,36,45,3898,17110,0
20/02/2022,36,45,3898,17110,0
21/02/2022,36,45,3898,17110,0
22/02/2022,36,45,3898,17110,0
23/02/2022,36,45,3898,17110,0
24/02/2022,36,45,3898,17110,0
25/02/2022,36,45,3898,17110,0
26/02/2022,36,45,3898,17110,0
27/02/2022,36,45,3898,17110,0
28/02/2022,36,45,3898,17110,0
01/03/2022,36,45,3898,17110,0
02/03/2022,36,45,3898,17110,0
03/03/2022,36,45,3898,17110,0
04/03/2022,36,45,3898,17110,0
05/03/2022,36,45,3898,17110,0
06/03/2022,36,45,3898,17110,0
07/03/2022,36,45,3898,17110,0
08/03/2022,36,45,3898,17110,0
09/03/2022,36,45,3898,17110,0
10/03/2022,36,45,3898,17110,0
11/03/2022,36,45,3898,17110,0
12/03/2022,36,45,3898,17110,0
13/03/2022,36,45,3898,17110,0
14/03/2022,36,45,3898,17110,0
15/03/2022,36,45,3898,17110,0
16/03/2022,36,45,3898,17110,0
17/03/2022,36,45,3898,17110,0
18/03/2022,36,45,3898,17110,0
19/03/2022,36,45,3898,17110,0
20/03/2022,36,45,3898,17110,0
21/03/2022,36,45,3898,17110,0
22/03/2022,36,45,3898,17110,0
23/03/2022,36,45,3898,17110,0
24/03/2022,36,45,3898,17110,0
25/03/2022,36,45,3898,17110,0
26/03/2022,36,45,3898,17110,0
27/03/2022,36,45,3898,17110,0
28/03/2022,36,45,3898,17110,0
29/03/2022,36,45,3898,17110,0
30/03/2022,36,45,3898,17110,0
31/03/2022,36,45,3898,17110,0
01/04/2022,36,45,3898,17110,0
02/04/2022,36,45,3898,17110,0
03/04/2022,36,45,3898,17110,0
04/04/2022,36,45,3898,17110,0
05/04/2022,36,45,3898,17110,0
06/04/2022,36,45,3898,17110,0
07/04/2022,36,45,3898,17110,0
08/04/2022,36,45,3898,17110,0
09/04/2022,36,45,3898,17110,0
10/04/2022,36,45,3898,17110,0
11/04/2022,36,45,3898,17110,0
12/04/2022,36,45,3898,17110,0
13/04/2022,36,45,3898,17110,0
14/04/2022,36,45,3898,17110,0
15/04/2022,36,45,3898,17110,0
16/04/2022,36,45,3898,17110,0
17/04/2022,36,45,3898,17110,0
18/04/2022,36,45,3898,17110,0
19/04/2022,36,45,3898,17110,0
20/04/2022,36,45,3898,17110,0
21/04/2022,36,45,3898,17110,0
22/04/2022,36,45,3898,17110,0
23/04/2022,36,45,3898,17110,0
24/04/2022,36,45,3898,17110,0
25/04/2022,36,45,3898,17110,0
26/04/2022,36,45,3898,17110,0
27/04/2022,36,45,3898,17110,0
28/04/2022,36,45,3898,17110,0
29/04/2022,36,45,3898,17110,0
30/04/2022,36,45,3898,17110,0
01/05/2022,36,45,3898,17110,0
02/05/2022,36,45,3898,17110,0
03/05/2022,36,45,3898,17110,0
04/05/2022,36,45,3898,17110,0
05/05/2022,36,45,3898,17110,0
06/05/2022,36,45,3898,17110,0
07/05/2022,36,45,3898,17110,0
08/05/2022,35,45,3898,17110,0
09/05/2022,35,45,3898,17110,0
10/05/2022,34,45,3898,17110,0
11/05/2022,34,45,3898,17110,0
12/05/2022,33,45,3898,17110,0
13/05/2022,34,45,3898,17110,0
14/05/2022,34,45,3898,17110,0
15/05/2022,34,45,3898,17110,0
16/05/2022,35,45,3898,17110,0
17/05/2022,34,45,3898,17110,0
18/05/2022,33,45,3898,17110,0
19/05/2022,33,45,3898,17110,0
20/05/2022,36,45,3898,17110,0
21/05/2022,36,45,3898,17110,0
22/05/2022,36,45,3898,17110,0
23/05/2022,36,45,3898,17110,0
24/05/2022,36,45,3898,17110,0
25/05/2022,36,45,3898,17110,0
26/05/2022,36,45,3898,17110,0
27/05/2022,36,45,3898,17110,0
28/05/2022,36,45,3898,17110,0
29/05/2022,36,45,3898,17110,0
30/05/2022,36,45,3898,17110,0
31/05/2022,36,45,3898,17110,0
01/06/2022,36,45,3898,17110,0
02/06/2022,36,45,3898,17110,0
03/06/2022,36,45,3898,17110,0
04/06/2022,36,45,3898,17110,0
05/06/2022,36,45,3898,17110,0
06/06/2022,36,45,3898,17110,0
07/06/2022,36,45,3898,17110,0
08/06/2022,36,45,3898,17110,0
09/06/2022,35,45,3898,17110,0
10/06/2022,35,45,3898,17110,0
12/06/2022,35,45,3898,17110,0
13/06/2022,35,45,3898,17110,0
14/06/2022,35,45,3898,17110,0
15/06/2022,35,45,3898,17110,0
16/06/2022,35,45,3898,17110,0
17/06/2022,35,45,3898,17110,0
18/06/2022,35,45,3898,17110,0
19/06/2022,35,45,3898,17110,0
20/06/2022,35,45,3898,17110,0
21/06/2022,35,45,3898,17110,0
22/06/2022,35,45,3898,17110,0
23/06/2022,35,45,3898,17110,0
24/06/2022,35,45,3898,17110,0
25/06/2022,35,45,3898,17110,0
26/06/2022,35,45,3898,17110,0
27/06/2022,35,45,3898,17110,0
28/06/2022,35,45,3898,17110,0
29/06/2022,35,45,3898,17110,0
30/06/2022,35,45,3898,17110,0
01/07/2022,35,45,3898,17110,0
02/07/2022,35,45,3898,17110,0
03/07/2022,35,45,3898,17110,0
04/07/2022,35,45,3898,17110,0
05/07/2022,35,45,3898,17110,0
06/07/2022,35,45,3898,17110,0
07/07/2022,35,45,3898,17110,0
08/07/2022,35,45,3898,17110,0
09/07/2022,35,45,3898,17110,0
10/07/2022,35,45,3898,17110,0
11/07/2022,35,45,3898,17110,0
12/07/2022,35,45,3898,17110,0
13/07/2022,35,45,3898,17110,0
14/07/2022,35,45,3898,17110,2
15/07/2022,35,45,3898,17110,2
16/07/2022,35,45,3898,17110,2
17/07/2022,35,45,3898,17110,2
18/07/2022,35,45,3898,17110,2
19/07/2022,35,45,3898,17110,2
20/07/2022,35,45,3898,17110,2
21/07/2022,35,45,3898,17110,2
22/07/2022,35,45,3898,17110,2
23/07/2022,36,46,3898,17110,2
24/07/2022,36,46,3898,17110,2
25/07/2022,36,46,3898,17110,2
26/07/2022,36,46,3898,17110,2
27/07/2022,36,46,3898,17110,2
28/07/2022,36,46,3898,17110,2
29/07/2022,36,46,3898,17110,2
30/07/2022,36,46,3898,17110,2
31/07/2022,36,46,3898,17110,2
02/08/2022,36,46,3898,17110,2
03/08/2022,35,46,3898,17110,2
04/08/2022,36,46,3898,17110,2
05/08/2022,36,46,3898,17110,2
06/08/2022,36,46,3898,17110,2
07/08/2022,36,46,3898,17110,2
08/08/2022,36,46,3898,17110,2
09/08/2022,36,46,3898,17110,2
10/08/2022,36,46,3898,17110,2
11/08/2022,36,46,3898,17110,2
12/08/2022,36,46,3898,17110,2
13/08/2022,36,46,3898,17110,2
14/08/2022,36,46,3898,17110,2
15/08/2022,36,46,3898,17110,2
16/08/2022,36,46,3898,17110,2
17/08/2022,36,46,3898,17110,2
18/08/2022,36,46,3898,17110,2
19/08/2022,36,46,3898,17110,2
20/08/2022,36,46,3898,17110,2
21/08/2022,36,46,3898,17110,2
22/08/2022,36,46,3898,17110,2
23/08/2022,36,46,3898,17110,2
24/08/2022,36,46,3898,17110,2
25/08/2022,36,46,3898,17110,2
26/08/2022,36,46,3898,17110,2
27/08/2022,36,46,3898,17110,2
28/08/2022,36,46,3898,17110,2
29/08/2022,36,46,3898,17110,2
30/08/2022,36,46,3898,17110,2
31/08/2022,36,46,3898,17110,2
01/09/2022,36,46,3898,17110,2
02/09/2022,36,46,3898,17110,2
03/09/2022,36,46,3898,17110,2
04/09/2022,36,46,3898,17110,2
05/09/2022,36,46,3898,17110,2
06/09/2022,36,46,3898,17110,2
07/09/2022,36,46,3898,17110,2
08/09/2022,36,46,3898,17110,2
09/09/2022,36,46,3898,17110,2
10/09/2022,36,46,3898,17110,2
11/09/2022,36,46,3898,17110,2
12/09/2022,36,46,3898,17110,2
13/09/2022,36,46,3898,17110,2
14/09/2022,36,46,3898,17110,2
15/09/2022,36,46,3898,17110,2
16/09/2022,36,46,3898,17110,2
